transaction_id	customer_id	branch_location	transaction_timestamp	transaction_type	fee_type	fee_amount_usd_str	is_reversed_flag	reversal_reason	reversal_date_str	policy_version
TRX_000033	CUST_00228	AUSTIN DOWNTOWN	2023-06-24 10:38:45	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000034	CUST_01213	KILLEEN MAIN	2024-02-11 17:07:04	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000035	CUST_01447	FORT HOOD GATE	2023-10-04 03:26:02	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000036	CUST_01769	KILLEEN MAIN	2024-01-05 10:36:17	POS_PURCHASE	NSF	$34.00	1	GOODWILL_WAIVER	2024-01-06	V2_24H_CURE
TRX_000037	CUST_01636	AUSTIN DOWNTOWN	2023-09-19 07:12:26	ACH_DEBIT	OVERDRAFT	$34.00	1	FRAUD_CLAIM	2023-09-24	V1_STRICT
TRX_000038	CUST_01968	KILLEEN MAIN	2023-03-09 07:56:46	ATM_WITHDRAWAL	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-03-17	V1_STRICT
TRX_000039	CUST_01808	FORT HOOD GATE	2024-04-04 21:43:20	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000040	CUST_01700	AUSTIN DOWNTOWN	2024-01-18 19:54:11	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000041	CUST_01040	AUSTIN DOWNTOWN	2024-05-06 16:01:24	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000042	CUST_01776	KILLEEN MAIN	2023-08-02 01:48:52	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000043	CUST_01222	AUSTIN DOWNTOWN	2023-03-12 00:54:04	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000044	CUST_00774	KILLEEN MAIN	2023-02-12 18:40:14	ACH_DEBIT	NSF	$34.00	1	FRAUD_CLAIM	2023-02-14	V1_STRICT
TRX_000045	CUST_01350	AUSTIN DOWNTOWN	2024-02-17 08:28:52	POS_PURCHASE	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2024-02-24	V2_24H_CURE
TRX_000046	CUST_00021	KILLEEN MAIN	2023-12-04 23:32:35	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000047	CUST_00411	FORT HOOD GATE	2024-05-31 13:29:54	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000048	CUST_00867	FORT HOOD GATE	2023-02-11 08:16:11	POS_PURCHASE	NSF	$34.00	1	FRAUD_CLAIM	2023-02-19	V1_STRICT
TRX_000049	CUST_00568	TEMPLE HWY	2023-11-13 09:07:15	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000050	CUST_00003	KILLEEN MAIN	2023-06-08 07:25:40	BILL_PAY	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-06-17	V1_STRICT
TRX_000051	CUST_00897	TEMPLE HWY	2023-10-10 01:06:10	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000052	CUST_01833	FORT HOOD GATE	2023-04-09 23:24:44	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000053	CUST_00955	AUSTIN DOWNTOWN	2023-12-14 14:16:42	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000054	CUST_00337	KILLEEN MAIN	2023-11-19 06:33:40	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000055	CUST_01333	AUSTIN DOWNTOWN	2024-04-16 22:05:50	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000056	CUST_00871	AUSTIN DOWNTOWN	2024-03-21 03:13:40	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000057	CUST_01647	FORT HOOD GATE	2024-05-30 16:07:55	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000058	CUST_00712	KILLEEN MAIN	2024-04-07 06:10:24	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000059	CUST_00621	FORT HOOD GATE	2024-01-18 12:08:14	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000060	CUST_00345	TEMPLE HWY	2023-11-04 09:29:02	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000061	CUST_00467	FORT HOOD GATE	2023-04-23 23:03:34	ATM_WITHDRAWAL	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-04-26	V1_STRICT
TRX_000062	CUST_01806	AUSTIN DOWNTOWN	2023-04-25 19:18:23	BILL_PAY	NSF	$34.00	0	NONE		V1_STRICT
TRX_000063	CUST_00295	KILLEEN MAIN	2024-03-16 01:56:38	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000064	CUST_00895	AUSTIN DOWNTOWN	2023-02-13 22:32:25	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000065	CUST_01037	KILLEEN MAIN	2023-12-22 21:31:50	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-12-25	V2_24H_CURE
TRX_000066	CUST_00165	FORT HOOD GATE	2024-05-14 13:36:52	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000067	CUST_01964	FORT HOOD GATE	2024-05-31 23:39:49	POS_PURCHASE	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2024-06-09	V2_24H_CURE
TRX_000068	CUST_01450	TEMPLE HWY	2023-03-27 07:36:44	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000069	CUST_01379	AUSTIN DOWNTOWN	2023-03-05 00:08:40	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000070	CUST_01526	TEMPLE HWY	2023-08-21 15:39:09	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000071	CUST_00809	AUSTIN DOWNTOWN	2023-10-10 19:45:29	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000072	CUST_00883	KILLEEN MAIN	2024-03-04 18:06:47	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000073	CUST_01690	KILLEEN MAIN	2024-04-21 18:40:50	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000074	CUST_01223	TEMPLE HWY	2023-12-26 09:26:40	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000075	CUST_00914	FORT HOOD GATE	2023-06-13 15:46:54	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000076	CUST_01461	AUSTIN DOWNTOWN	2023-03-04 11:01:46	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000077	CUST_00709	DALLAS NW	2023-01-10 18:40:27	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000078	CUST_01240	KILLEEN MAIN	2024-05-14 00:12:04	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000079	CUST_01925	FORT HOOD GATE	2023-09-05 00:52:18	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000080	CUST_00172	KILLEEN MAIN	2024-05-10 12:56:12	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000081	CUST_01999	KILLEEN MAIN	2023-03-14 17:54:52	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000082	CUST_01590	TEMPLE HWY	2024-01-12 01:56:12	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000083	CUST_00496	AUSTIN DOWNTOWN	2023-05-05 12:03:11	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000084	CUST_00986	KILLEEN MAIN	2024-04-23 06:18:50	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000085	CUST_00178	DALLAS NW	2023-08-24 08:16:46	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000086	CUST_01662	AUSTIN DOWNTOWN	2023-03-16 15:52:38	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000087	CUST_00043	TEMPLE HWY	2023-01-15 08:50:13	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000088	CUST_00252	DALLAS NW	2023-05-17 10:54:06	POS_PURCHASE	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-05-19	V1_STRICT
TRX_000089	CUST_00782	AUSTIN DOWNTOWN	2023-07-10 02:37:50	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000090	CUST_01211	FORT HOOD GATE	2023-04-08 10:06:36	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000091	CUST_01184	KILLEEN MAIN	2023-08-11 15:23:36	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000092	CUST_00848	TEMPLE HWY	2024-01-28 13:12:52	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000093	CUST_00119	KILLEEN MAIN	2023-10-11 21:38:04	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000094	CUST_00032	KILLEEN MAIN	2023-08-13 19:09:34	ACH_DEBIT	OVERDRAFT	$34.00	1	FRAUD_CLAIM	2023-08-14	V1_STRICT
TRX_000095	CUST_00335	DALLAS NW	2023-03-31 17:52:36	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000096	CUST_01036	FORT HOOD GATE	2023-09-13 04:56:28	POS_PURCHASE	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2023-09-14	V1_STRICT
TRX_000097	CUST_01854	KILLEEN MAIN	2023-03-24 03:34:49	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000098	CUST_01086	TEMPLE HWY	2023-04-25 05:35:28	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000099	CUST_00595	FORT HOOD GATE	2023-11-08 03:03:04	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000100	CUST_00589	FORT HOOD GATE	2023-04-25 22:17:53	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000101	CUST_01135	TEMPLE HWY	2023-12-24 23:22:37	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000102	CUST_01775	KILLEEN MAIN	2024-03-18 10:56:17	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000103	CUST_00768	KILLEEN MAIN	2023-01-23 00:17:37	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000104	CUST_01406	TEMPLE HWY	2023-03-20 08:33:16	POS_PURCHASE	OVERDRAFT	$34.00	1	GOODWILL_WAIVER	2023-03-29	V1_STRICT
TRX_000105	CUST_01852	FORT HOOD GATE	2024-01-07 12:18:12	POS_PURCHASE	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2024-01-14	V2_24H_CURE
TRX_000106	CUST_00065	FORT HOOD GATE	2023-03-25 23:08:09	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000107	CUST_00803	TEMPLE HWY	2024-03-21 00:53:59	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000108	CUST_01735	FORT HOOD GATE	2023-03-15 03:17:27	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000109	CUST_00436	TEMPLE HWY	2024-06-11 03:13:17	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000110	CUST_00560	FORT HOOD GATE	2024-01-31 15:44:26	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000111	CUST_00605	KILLEEN MAIN	2023-04-13 07:01:02	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-04-19	V1_STRICT
TRX_000112	CUST_01051	DALLAS NW	2023-09-03 07:54:18	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000113	CUST_01438	TEMPLE HWY	2024-05-18 06:29:44	ACH_DEBIT	NSF	$34.00	1	FRAUD_CLAIM	2024-05-24	V2_24H_CURE
TRX_000114	CUST_01878	DALLAS NW	2023-10-18 02:45:03	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000115	CUST_01075	FORT HOOD GATE	2023-11-15 11:37:23	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000116	CUST_00303	FORT HOOD GATE	2024-03-21 18:29:23	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000117	CUST_00064	KILLEEN MAIN	2023-02-26 03:13:58	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000118	CUST_01710	TEMPLE HWY	2023-12-26 12:21:37	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000119	CUST_01713	FORT HOOD GATE	2023-04-07 02:35:15	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000120	CUST_01681	KILLEEN MAIN	2023-02-15 02:20:28	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000121	CUST_01327	FORT HOOD GATE	2023-09-27 18:14:26	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000122	CUST_00894	FORT HOOD GATE	2024-01-13 21:59:34	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000123	CUST_01635	TEMPLE HWY	2023-10-27 02:22:07	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000124	CUST_00522	AUSTIN DOWNTOWN	2023-10-25 09:35:04	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000125	CUST_00317	FORT HOOD GATE	2024-05-31 18:00:59	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000126	CUST_00724	KILLEEN MAIN	2024-05-18 17:06:12	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000127	CUST_01519	KILLEEN MAIN	2023-06-28 00:17:52	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000128	CUST_01579	DALLAS NW	2023-11-23 12:35:03	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000129	CUST_00121	DALLAS NW	2024-04-19 19:32:24	ACH_DEBIT	OVERDRAFT	$34.00	1	GOODWILL_WAIVER	2024-04-20	V2_24H_CURE
TRX_000130	CUST_00825	FORT HOOD GATE	2024-01-08 21:49:00	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000131	CUST_00506	FORT HOOD GATE	2023-07-02 11:24:38	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000132	CUST_00535	FORT HOOD GATE	2024-05-31 19:56:15	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000133	CUST_01163	KILLEEN MAIN	2023-11-13 11:31:59	POS_PURCHASE	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2023-11-23	V2_24H_CURE
TRX_000134	CUST_00123	TEMPLE HWY	2023-12-12 10:55:47	POS_PURCHASE	OVERDRAFT	$34.00	1	FRAUD_CLAIM	2023-12-20	V2_24H_CURE
TRX_000135	CUST_01031	FORT HOOD GATE	2023-12-21 05:10:26	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000136	CUST_00529	AUSTIN DOWNTOWN	2023-08-20 15:02:40	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000137	CUST_00364	TEMPLE HWY	2023-02-13 10:09:57	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000138	CUST_00159	KILLEEN MAIN	2023-10-02 12:11:26	ACH_DEBIT	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2023-10-04	V2_24H_CURE
TRX_000139	CUST_01282	FORT HOOD GATE	2023-04-19 06:49:22	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-04-27	V1_STRICT
TRX_000140	CUST_01444	DALLAS NW	2024-01-17 19:46:17	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000141	CUST_00607	DALLAS NW	2023-08-12 00:11:29	POS_PURCHASE	OVERDRAFT	$34.00	1	GOODWILL_WAIVER	2023-08-18	V1_STRICT
TRX_000142	CUST_00831	KILLEEN MAIN	2023-06-14 19:19:22	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000143	CUST_00495	DALLAS NW	2023-06-04 17:38:14	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000144	CUST_00872	TEMPLE HWY	2023-01-22 01:39:16	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000145	CUST_01776	KILLEEN MAIN	2023-04-06 19:54:33	BILL_PAY	NSF	$34.00	0	NONE		V1_STRICT
TRX_000146	CUST_00507	TEMPLE HWY	2023-03-12 05:02:32	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000147	CUST_01276	KILLEEN MAIN	2023-03-21 15:57:08	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000148	CUST_01979	KILLEEN MAIN	2023-08-09 22:02:49	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000149	CUST_00147	FORT HOOD GATE	2023-02-25 22:44:28	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000150	CUST_00284	KILLEEN MAIN	2024-05-07 01:34:53	POS_PURCHASE	OVERDRAFT	$34.00	1	CUST_DISPUTE_24H_CURE	2024-05-14	V2_24H_CURE
TRX_000151	CUST_00092	FORT HOOD GATE	2023-04-05 04:34:33	ACH_DEBIT	NSF	$34.00	0	NONE		V1_STRICT
TRX_000152	CUST_00474	AUSTIN DOWNTOWN	2024-03-24 20:54:59	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000153	CUST_01983	FORT HOOD GATE	2023-09-04 07:38:36	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000154	CUST_01247	FORT HOOD GATE	2023-06-28 06:23:51	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000155	CUST_01087	KILLEEN MAIN	2023-08-04 16:15:01	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000156	CUST_00173	KILLEEN MAIN	2023-04-03 00:42:15	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000157	CUST_01903	DALLAS NW	2023-10-06 17:57:03	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000158	CUST_01253	FORT HOOD GATE	2023-09-25 00:40:30	POS_PURCHASE	NSF	$34.00	0	NONE		V1_STRICT
TRX_000159	CUST_00526	KILLEEN MAIN	2024-05-30 15:43:18	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000160	CUST_00246	KILLEEN MAIN	2023-03-27 17:40:09	ATM_WITHDRAWAL	NSF	$34.00	0	NONE		V1_STRICT
TRX_000161	CUST_00111	KILLEEN MAIN	2023-08-31 15:25:49	BILL_PAY	NSF	$34.00	0	NONE		V1_STRICT
TRX_000162	CUST_01480	AUSTIN DOWNTOWN	2023-07-27 14:19:43	ACH_DEBIT	OVERDRAFT	$34.00	1	FRAUD_CLAIM	2023-08-05	V1_STRICT
TRX_000163	CUST_00633	FORT HOOD GATE	2024-05-16 14:13:50	BILL_PAY	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000164	CUST_00672	KILLEEN MAIN	2023-02-20 11:57:00	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000165	CUST_00804	FORT HOOD GATE	2023-12-06 10:22:05	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000166	CUST_01492	AUSTIN DOWNTOWN	2024-04-03 06:05:24	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000167	CUST_00084	TEMPLE HWY	2024-01-30 23:09:52	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000168	CUST_01948	KILLEEN MAIN	2024-05-03 01:55:44	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000169	CUST_01018	TEMPLE HWY	2023-10-12 20:32:41	POS_PURCHASE	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000170	CUST_01808	DALLAS NW	2024-05-24 08:20:09	BILL_PAY	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000171	CUST_00676	AUSTIN DOWNTOWN	2023-08-24 02:15:14	POS_PURCHASE	OVERDRAFT	$34.00	0	NONE		V1_STRICT
TRX_000172	CUST_01670	FORT HOOD GATE	2024-03-16 11:41:30	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000173	CUST_00637	FORT HOOD GATE	2023-08-26 14:43:18	ACH_DEBIT	NSF	$34.00	1	CUST_DISPUTE_24H_CURE	2023-08-31	V1_STRICT
TRX_000174	CUST_01465	AUSTIN DOWNTOWN	2023-12-15 05:51:51	ACH_DEBIT	OVERDRAFT	$34.00	0	NONE		V2_24H_CURE
TRX_000175	CUST_00894	AUSTIN DOWNTOWN	2023-12-25 13:48:44	ACH_DEBIT	NSF	$34.00	0	NONE		V2_24H_CURE
TRX_000176	CUST_01155	AUSTIN DOWNTOWN	2023-09-14 01:09:07	ATM_WITHDRAWAL	OVERDRAFT	$34.00	0	NONE		V1_STRICT
